Task_name,Id_number,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response
Movie_Task-bridge,subject_75,-12,5.6,3.3,1,3,10,9.1,7.7,2.5,2,3.1,7.4,2.3,1,4.9,3.2,3.1
Movie_Task-bridge,subject_75,-12,5.2,2,1,2,1.8,3.9,7.2,7,2.9,6.3,5.6,3.7,1.9,4.9,1,1.2
Movie_Task-bridge,subject_76,-7,8,8,6.3,10,1,1,8,7,7,7.4,8,8.3,6.8,6.4,7.3,8.3
Movie_Task-bridge,subject_76,-7,7.4,3,1,3.2,1,6.3,7.8,4.1,4,2.5,2.2,2.5,1,3.4,4.1,6.9
GoNoGo_Task,subject_76,9,2.3,1,10,8.8,1,1,1,1,10,3.4,9.5,1,1,2,8.5,1
GoNoGo_Task,subject_76,-6,7.9,1,10,3.7,1,1,1,1,10,1,5,2.1,1,5.2,10,1
GoNoGo_Task,subject_76,6,10,8.7,10,8,1,7.1,1,10,1,10,8.3,10,7.8,3,10,10
Hard_Math_Task,subject_76,14,8.8,6.9,8.7,7.8,1,1,1,2.5,10,1,8.6,6.9,1,5.2,8.2,8.2
Hard_Math_Task,subject_76,-5,7.9,1,8.5,8.7,1,1,1,1,10,1,8,4.3,1,3.8,5.7,8.7
Hard_Math_Task,subject_76,11,5,3.1,8.1,1,1,1,1,4.7,8.7,5.2,4.4,3.1,7.2,5.6,6.9,8
Memory_Task,subject_76,15,7.3,8.9,1,8.6,1,8,10,1,1,1,5,8.2,1,3.2,7.2,10
Memory_Task,subject_76,14,1,1,1,1,1,1.9,2,9.7,1,9,1,2.4,1,5.2,2,7.8
Memory_Task,subject_76,-8,8.9,8,1,7.3,7.1,3.5,10,1.8,1,4.6,6.6,7.8,1,8.5,8.3,8.3
Hard_Math_Task,subject_77,11,2.5,1,9,6.6,7.2,1,1,2,7.8,5,9,10,1,4.3,7,8.6
Hard_Math_Task,subject_77,-14,4.8,1,10,6.2,6,1,2.5,6.3,9.1,2.1,10,8.5,1,5.5,5.7,10
Hard_Math_Task,subject_77,10,4.5,1,10,5,6,3.6,1,3.3,10,1,10,10,1,6.7,8,10
GoNoGo_Task,subject_77,-12,3,1,7,2,3.6,10,7.6,2.4,7.6,3.5,8.7,7.1,1,5.3,3,8
GoNoGo_Task,subject_77,-12,6.3,1,10,3.9,2,8.5,6.3,1,10,2,10,10,1,7,5,8
GoNoGo_Task,subject_77,11,8,1,10,4,3.6,9.4,1,2,10,1,9,7.8,1,6.5,2,9.8
Movie_Task-bridge,subject_77,12,1.8,8,2,10,10,10,1,1,10,1,5.2,2.8,1,7.3,1,3.9
Movie_Task-bridge,subject_77,12,3,9,1,10,10,10,1,1,10,3,5,5.5,1,9,1,1
Memory_Task,subject_77,-5,6.8,3.1,2.9,6.1,9,10,10,7,2.3,1,2,9.6,1,9,10,10
Memory_Task,subject_77,12,9.7,9,1,10,10,9.4,10,1.7,1.6,1,9,6.6,1,9.3,8,10
Memory_Task,subject_77,-8,5.6,8.4,2.3,8.7,10,10,10,2.6,5.4,1,7.6,3.4,1,8.8,9.2,10
Movie_Task-bridge,subject_78,-15,8,7,1,1,1.9,5.4,10,3.7,9,1.9,2.8,5,2.6,9.4,9.1,9.4
Movie_Task-bridge,subject_78,-15,4.1,6.9,1,3,3,3,7.5,4.4,9,1,1.6,2.8,2,6.2,3.7,6.5
Hard_Math_Task,subject_78,-10,9,1,10,6.7,1,1.8,8,1,10,1,7.7,7.9,9.5,5.1,1.4,9.9
Hard_Math_Task,subject_78,11,8.7,3.9,10,8.1,6.9,2.2,3.1,4.5,4.8,1.9,4,8.6,8.6,5,1.2,8.7
Hard_Math_Task,subject_78,-15,5.3,4.8,9,9.1,9,3,3.3,6.7,5,1.9,4.4,5.8,7.1,5.1,6.1,7.7
GoNoGo_Task,subject_78,8,6.1,3,7.1,9,8.5,9.5,9,8.5,5.1,10,3.3,3.7,8.1,2.8,8.5,5.9
GoNoGo_Task,subject_78,5,5.8,7.7,6.5,8,7.1,4,8.9,3.7,10,4.9,9,2,6.7,4.2,7.2,6.4
GoNoGo_Task,subject_78,-7,6,1.8,4.2,8,7.6,4.6,5.9,5.5,4.6,4.3,2.9,3.2,7.6,5,9,6.8
Memory_Task,subject_78,-12,4,8,1,8,5,9.9,10,4.8,5.8,3,7.1,9,1.2,7,10,8.7
Memory_Task,subject_78,-14,4.1,10,1,10,8,10,10,4.1,10,5.9,3.9,6.9,1.2,7,10,10
Memory_Task,subject_78,5,3.4,10,1,9.7,9,8,10,4.4,9.6,1,4,6,1,8.1,9.3,10
GoNoGo_Task,subject_79,-9,7.4,7.9,8.2,2.3,2.4,4.5,7.3,10,7.9,8.6,3.7,3.3,8.3,3.1,5,3.7
GoNoGo_Task,subject_79,6,9.2,9.1,3.7,10,7.5,6.9,8.7,10,9.5,10,2.5,7.1,2.7,1.8,8.2,7
GoNoGo_Task,subject_79,12,7,6,7.2,2.3,2.4,6.6,3.1,6.8,6.1,8.3,3,4.6,8.1,3.3,8.4,3.9
Hard_Math_Task,subject_79,-12,4.7,1.9,10,3,2.1,1.4,2.2,1.4,9.8,2,9,1.8,2,7.7,1,8.1
Hard_Math_Task,subject_79,-6,8.3,8,5,5.4,4.1,3.2,9,7.9,7,8.4,2.4,6.1,3.8,2.1,7.1,7.8
Hard_Math_Task,subject_79,-9,9.7,4,8.9,3.8,2.7,8,2.6,10,9.4,9.8,2,3.4,9.1,5.9,8.9,8.1
Memory_Task,subject_79,-14,6.2,8.2,2,2.8,2.6,8.4,7,3.3,5.2,4.1,6.9,3.4,2.5,4.5,8,8.8
Memory_Task,subject_79,12,5.5,7.9,7.8,3.1,2.8,8.1,8.4,2.9,2,4.2,7.6,3.8,3.5,7,3.3,6.6
Memory_Task,subject_79,13,7.8,9,2.5,8.3,1.6,7.7,9.3,2.4,2.5,2,8.4,6.2,3.4,8,9.2,8.8
Movie_Task-bridge,subject_79,9,3.7,7.1,1.9,2.8,8.8,7.8,7.1,3.1,5.1,4.5,8.2,3.3,3.7,5.5,3.9,3.4
Movie_Task-bridge,subject_79,9,3.2,9.5,2.1,3.7,2,7.9,6.6,2.5,6.5,5.8,7.1,7.9,8.2,4.5,2,4.8
Memory_Task,subject_80,10,7.2,8,1,9.2,1,10,10,8,3.7,9.1,8.5,7.2,2.5,5,3.9,9.5
Memory_Task,subject_80,-10,8,8.8,1,1,1,10,10,7.5,10,3,9.1,9,1,7.1,9.6,8.4
Memory_Task,subject_80,-10,8.2,8,1,1,1,10,10,3.6,10,8,8.3,10,1,10,8.2,10
Hard_Math_Task,subject_80,-13,10,1,3,7.4,1,2,1,1,10,2.9,9,2.3,1,2.8,1,7.5
Hard_Math_Task,subject_80,9,10,1,10,8.5,1,6.2,4,1,10,3.6,10,10,1,2.1,1,7.6
Hard_Math_Task,subject_80,13,6.9,6.2,10,8.7,1,5.1,1,6.7,10,8,6.5,8.7,5.5,4,2.9,7.3
Movie_Task-bridge,subject_80,-12,7.8,2.1,1,8,1,9,2.2,6.2,2.9,6,3.9,3,3.1,4.4,3.5,7.1
Movie_Task-bridge,subject_80,-12,10,2.9,3.1,6,1,2,3.8,8.6,1,8,3,3.5,3.4,3,3,5.3
GoNoGo_Task,subject_80,11,8.9,1,7.6,9.1,1,10,1,10,10,9,2,7,1,2,1,6.6
GoNoGo_Task,subject_80,-8,7.6,1,7.8,8,1,9,3.2,8.9,7.7,10,2,6.6,1.9,4.9,1.3,8
GoNoGo_Task,subject_80,-10,9,10,8,8.4,1,9,6.1,9.3,7.1,9,2.5,6.5,4.4,5.1,7.4,8.1
GoNoGo_Task,subject_81,13,5,1,6,8,1,7,1,10,7,9,1,4,1,3,2,6
GoNoGo_Task,subject_81,-11,3.5,1,9,1,1,3,2.1,1.9,1.5,4.5,8.8,7,5.5,8.1,1,1.9
GoNoGo_Task,subject_81,-5,5,1,7,1,1,1,10,3,1,1,9.2,5.5,1,6,1.6,10
Movie_Task-bridge,subject_81,-15,10,7.2,1,5.3,1,10,1,10,10,10,1,1,1,3,1.2,1
Movie_Task-bridge,subject_81,-15,1,10,1,5,1,7.1,1,1,2,1,7,5,4,10,1,1
Hard_Math_Task,subject_81,10,1,1,5.1,1,1,1,1,3,3,5,8,10,1,10,1,10
Hard_Math_Task,subject_81,10,1,1,5.1,1,1,1,1,1,2,1,10,6.5,1,9,1,10
Hard_Math_Task,subject_81,-13,4,10,1,1,1,1,1,4,7,7.5,5.1,3.3,1,5,10,10
Memory_Task,subject_81,13,5.5,10,1,10,10,10,10,6.1,4,6.5,9.3,4,1,10,10,10
Memory_Task,subject_81,14,4.2,10,1,1,10,10,10,5.4,3.2,3,6,4.4,1,5,10,10
Memory_Task,subject_81,-10,3.5,10,1,1,1,10,1,1,1,1,10,8,1,9,10,9.9
Movie_Task-bridge,subject_82,9,8.9,3.3,2.5,8.1,5.9,5.1,8.2,8.1,4.4,5.5,6.8,8.4,6.6,5.7,8.2,8.6
Movie_Task-bridge,subject_82,9,6.7,8.3,5.1,7.9,5.4,7.4,6.1,7.1,5.2,5.2,6.2,6.9,6.3,6.1,5.5,5.6
GoNoGo_Task,subject_82,13,6.5,2.2,8.1,7,3.9,7.5,3.3,4.7,6.8,5.4,8.3,5.4,4.9,4.5,4.9,6.9
GoNoGo_Task,subject_82,7,6.4,3.8,3.8,8.9,5.4,7.2,5,6.2,5.2,4,8.2,7.3,6.9,5.7,7.3,7.2
GoNoGo_Task,subject_82,-9,5.8,3.7,8.6,8.9,7.8,6.4,3.3,6.5,5.1,4.7,7.8,8.2,5.9,7.6,8.1,8.1
Memory_Task,subject_82,10,9,9.7,3.7,7.1,3.5,9.8,1,5.2,2.1,6,8.2,8.6,1,1.9,5.4,10
Memory_Task,subject_82,15,7.8,8.6,1,7.2,2.4,9.6,9.4,5.8,6.8,4.2,9.2,9,1,5.3,4.4,10
Memory_Task,subject_82,13,7.6,8,9.5,9,6.4,9.3,3.1,4.5,7.3,4,5,7.8,9.8,8.6,8.9,7.2
Hard_Math_Task,subject_82,-11,2.3,6.4,6.7,6.7,3.9,7.2,7.3,2.6,8,4.4,2.9,6.8,5.2,5.6,3.5,5.8
Hard_Math_Task,subject_82,12,5.1,5.6,6.9,7.8,3.8,2.5,5.1,6.1,8.2,4.3,4.4,4.7,4.6,6.1,8.2,5.6
Hard_Math_Task,subject_82,8,6.7,7.3,8.9,6.6,8.1,2.8,8.2,4.7,6.6,2.6,2.6,7,6.7,6.1,6.6,5.6
Memory_Task,subject_83,12,9.2,10,9,3.7,1,10,10,9,9.3,5,7,7.2,6.9,5.8,8.4,10
Memory_Task,subject_83,-6,8,10,1,7.1,1.3,10,10,5.2,8.4,4,4.8,10,1,10,8,10
Memory_Task,subject_83,-6,7.8,10,1,9.1,1,10,10,4.2,10,3.6,4,10,2.6,8.3,8.7,10
GoNoGo_Task,subject_83,14,9.4,1,9.6,2.9,1,10,4.4,8.7,9.9,8.3,8.6,5.1,6.8,5.3,8.8,9.7
GoNoGo_Task,subject_83,14,9.2,10,5.3,1,1,10,9,8.4,4.5,8.1,3.2,8.4,3.1,5.1,5,9.8
GoNoGo_Task,subject_83,-12,8.1,10,9.1,1,1,10,8.6,4.4,10,7.2,2.7,10,9.7,8,6.5,6.6
Hard_Math_Task,subject_83,-11,4.5,10,10,8.5,1,10,10,2.2,7.3,6.1,8.6,5.7,9.9,1,10,10
Hard_Math_Task,subject_83,13,4.8,9.7,9.7,7.8,1,10,10,2.1,8.1,5.4,5.7,4,3,1.2,8,8.9
Hard_Math_Task,subject_83,13,9.1,10,10,1,1,10,5.8,8.7,3.1,7,7.2,8.3,10,1,8,9.8
Movie_Task-bridge,subject_83,-7,8.4,10,3,6.5,1,10,7.8,7,4.6,7,2.1,5.8,8.2,9,7,8.9
Movie_Task-bridge,subject_83,-7,9.8,10,2.5,3.9,1,10,10,9,4.1,5.3,1,7.3,7.3,7.5,10,10
Movie_Task-bridge,subject_84,15,9,5.3,2,5.4,1,7,7.9,3.8,1,3,4.3,3,2.9,4.2,2.3,7.3
Movie_Task-bridge,subject_84,15,7,5.9,1,1,1,1,1,7.4,5.8,6.2,4,1.7,6.6,4.3,7.1,6.1
Hard_Math_Task,subject_84,11,8.1,1,1,10,1,10,1,1,1,1.6,10,10,1,3.1,1,4
Hard_Math_Task,subject_84,-8,9.6,1,1,10,1,10,1,1.6,8.9,1.8,9.7,10,1,2.8,1.9,4.3
Hard_Math_Task,subject_84,-12,9.5,1,1,10,1,10,1,1,1,1.8,10,10,1,4.2,1,4.1
Memory_Task,subject_84,11,8.2,6.6,1,1,1,7.8,1,8.3,7,7,3.1,3.6,6.9,2.9,4.1,4.1
Memory_Task,subject_84,-7,7.4,1,1,6.8,1,10,9.8,1.8,1.4,1.1,5.6,6.7,1,8.1,10,8
Memory_Task,subject_84,6,9.2,10,1,4.9,3.1,10,10,2.2,1,1.1,3.7,8.2,1,2.9,10,10
GoNoGo_Task,subject_84,-11,10,1,1,5.9,1,1,1,1,1,1.6,8.3,5,1,2.2,1,1
GoNoGo_Task,subject_84,8,10,1,1,1,1,2,1,1,1,1,9.6,8.3,1,4.7,1,1
GoNoGo_Task,subject_84,-15,6.5,3.4,1,1,5.8,3.8,1,6.7,5.7,6.8,3.8,5.5,3,3.2,7.7,4.2
GoNoGo_Task,subject_85,-14,9.1,1,8.7,10,1.7,2.4,1.8,3.2,2.4,1,5.6,8,8.3,7.4,10,8.4
GoNoGo_Task,subject_85,15,9.1,3.9,7.8,8.8,5.9,4,6.4,3.3,2,1.6,3,5.9,4.2,5.1,6.9,4
GoNoGo_Task,subject_85,-15,3,2.2,6.8,7.8,6,3.7,7.7,6.2,2,1.6,5.6,4,9,5.4,6.5,7
Movie_Task-bridge,subject_85,14,7.6,6.8,7,8.5,2.4,2.6,2.6,7.6,4.2,2.9,4.5,7.3,6.4,4.9,6.7,3.5
Movie_Task-bridge,subject_85,14,4,3.6,7.3,4.9,1.7,3.4,3.2,5,3.5,3.5,3.6,7.8,6.7,5.2,4.1,4.3
Memory_Task,subject_85,6,9.4,10,3.4,9.9,9.8,10,10,4.9,2.9,2.3,10,9.6,2,10,10,10
Memory_Task,subject_85,6,7.1,10,2.7,10,2.6,10,10,6,5.1,2,10,7.5,1,9.2,10,10
Memory_Task,subject_85,11,7,10,2,10,2,10,10,8,4.2,1.3,10,9.7,1,10,10,10
Hard_Math_Task,subject_85,14,9.5,1,8.3,2.9,2.7,2,1.2,1,3.3,2.3,9.4,7.9,2.8,6.4,10,1.2
Hard_Math_Task,subject_85,7,8.8,1.3,9,7.7,1.7,1.8,2.4,2.8,3.3,1.7,10,9,2,5.2,6.9,4.4
Hard_Math_Task,subject_85,-12,8.1,2.4,8.1,5.3,1.9,2,2,2.3,3.5,2,9.9,8.3,2.6,7.4,6.7,3.1
GoNoGo_Task,subject_86,-13,8.7,1,8.5,2.7,1,8.9,1,1.4,10,3,9,4.6,1.9,5.7,5.8,2.1
GoNoGo_Task,subject_86,-15,8.6,2,8.3,3,1,8.6,1,2.2,8.5,4.1,8.2,5.6,3,6.2,4.9,2
GoNoGo_Task,subject_86,11,9.3,1,7.9,2.5,1,9,2.5,2.1,9,3,9.3,7,2.2,6.4,3.5,2.2
Movie_Task-bridge,subject_86,8,6.2,6,2.4,7.9,9,10,8.6,2.6,9.3,3,6,5.3,1.5,5.5,2.4,2
Movie_Task-bridge,subject_86,8,8.6,10,2.3,8,10,9,1.8,2.5,8.5,3.6,5.8,4.8,2.6,6,2.7,1.6
Memory_Task,subject_87,6,6.2,10,1,7.9,4.4,8.7,10,3.9,7.6,4,6.7,4,1,8.5,1,10
Memory_Task,subject_87,15,8.2,8.7,3.2,9.3,10,8.8,10,7.8,8.1,3.3,8.7,10,1,6.7,9,10
Memory_Task,subject_87,-5,7.5,10,1,8.2,6.7,10,10,7,3.3,2.6,7.2,10,8.3,2.5,9.3,10
GoNoGo_Task,subject_87,7,9.5,1,7.8,1,1,9.1,6,4,10,7.2,2,2.8,1,6.6,1,5.2
GoNoGo_Task,subject_87,7,10,1,9.2,1,1,10,6.5,1,10,5.9,4.2,6.2,3.6,6,5,8.5
GoNoGo_Task,subject_87,11,9,9.3,3.2,6.7,1,8.2,7,8.7,7.2,3.7,6.9,7.2,7,3,8.2,8
Hard_Math_Task,subject_87,8,5.2,1,8.7,9.5,1,1,1,1,10,2.7,3.9,7.8,1,6.7,1,8.3
Hard_Math_Task,subject_87,-5,9.3,1,9.6,9,1,7.3,7.2,1,9.2,1,6.9,7.9,1,7,1,8.6
Hard_Math_Task,subject_87,-10,4.2,1,4.5,6.6,4.9,4,6.7,6.9,5.8,3.7,4.6,3,3.1,5.1,7.3,7.9
Movie_Task-bridge,subject_87,15,4.4,8.5,1.3,4.2,7.3,10,5,2.4,6.7,4.7,6.4,5.7,7,8,9,6.8
Movie_Task-bridge,subject_87,15,7.7,9.3,3,6.8,7.8,8.1,3.2,6.2,7.3,4.9,6.4,4.3,7.5,8.9,7.4,3.1
GoNoGo_Task,subject_88,-9,4.1,6.9,4,7.7,2.3,8,4.3,9.2,6.3,6.1,3.9,6.7,7.6,8.2,7.4,10
GoNoGo_Task,subject_88,-10,5.1,2.7,6.5,10,1,2.4,3.1,7.1,7.8,4.3,4.5,8.3,3.3,5,1.7,3.7
GoNoGo_Task,subject_88,-5,2.1,1.8,7.1,9.5,1,3,1.1,1.5,2.4,2.8,7.7,8.2,1.6,5,2.2,3.2
Memory_Task,subject_88,-14,10,10,1.3,1.6,8.2,10,10,2.2,1,2.5,9.5,10,1.1,9.4,10,10
Memory_Task,subject_88,10,4.9,1,3.3,1,10,10,10,2.5,10,3,8.4,10,1,8.6,10,6.7
Memory_Task,subject_88,-10,8,9,3.5,8.1,9.8,8.4,8.1,4.8,9,4.8,6.4,8.5,10,5.3,8.7,7.9
Movie_Task-bridge,subject_88,14,2.9,8.5,3.5,2.5,6.1,8.9,2.1,6,1.9,4.4,3.3,5.7,2.4,7.2,7.3,7.5
Movie_Task-bridge,subject_88,14,7.1,7.4,3.6,3,7.9,8.2,2.7,3.3,2.6,2.4,4.9,7.2,2.3,5.4,1,2.5
Hard_Math_Task,subject_88,-12,9.2,1,8.8,8.2,1,1,1,1,7.5,1,5,9.3,1,5.2,1,10
Hard_Math_Task,subject_88,-8,8.2,1,10,6.8,1,1,1.6,1,8.6,1,5,9,1,8.8,1,9.6
Hard_Math_Task,subject_88,-11,8.3,1,9.4,8.6,1,1,1,1.6,10,1,5.4,8.7,1,8.1,1,9.6
GoNoGo_Task,subject_89,-15,5,1,8.9,7.9,7.5,10,10,4,1,2,10,1,7.9,7.3,1,10
GoNoGo_Task,subject_89,-13,10,7.9,10,1,7.6,10,9.3,8.3,10,5.4,1,5.1,10,10,7.5,10
GoNoGo_Task,subject_89,-10,8.1,1,10,5,1,10,9,7,1,10,10,3,10,5.1,10,2.7
Memory_Task,subject_89,7,6.1,7.6,4,1,1,8.1,10,8.1,6,8,6.6,8,1,7.3,9.3,10
Memory_Task,subject_89,9,3.6,8.6,10,1,10,10,5.6,1,3.4,1,10,10,5.6,5.5,7,5
Memory_Task,subject_89,10,7.1,8.5,2.5,1,10,10,10,1,1,1,6.1,10,1,1,1,8.7
Hard_Math_Task,subject_89,8,4.7,3,10,1,1,1,10,3,6.8,6.1,6,3.3,7.1,5.1,1,10
Hard_Math_Task,subject_89,5,4,1,10,1,1,1,10,7.4,9,6.4,5.4,2,7.6,3.7,1.9,8.8
Hard_Math_Task,subject_89,-13,10,3,5.2,3,10,8.4,1,7.8,8.7,10,3,8.2,9,3.8,5.3,9.2
Movie_Task-bridge,subject_89,-12,10,4,1,1,5.5,6.5,5.5,5.7,8,2.8,6.2,9,7.7,8.1,3.8,8.8
Movie_Task-bridge,subject_89,-12,5.2,10,8.7,1,6,6,7,7.6,5.7,7.3,1,5,7.3,10,5.8,9.3
Movie_Task-bridge,subject_90,15,9,7.5,1,5,7.7,7.9,4.6,1,1,7,1,7.1,1,10,3,1
Movie_Task-bridge,subject_90,15,7.5,4,1,3.7,7.8,5.9,3.4,4.2,2.9,7,2.8,7.4,1,2.9,5.7,1
GoNoGo_Task,subject_90,-6,1,2.4,9,4.4,1,10,1,2.8,2.1,1.9,10,10,10,5,4,3
GoNoGo_Task,subject_90,15,10,1,1,2.2,1,10,7.5,1,1,1.2,10,10,5.3,5,10,1.7
GoNoGo_Task,subject_90,-6,10,1,10,1.2,1,10,8.6,1,1,1,10,10,3.7,5.5,9.1,8.7
Hard_Math_Task,subject_90,6,10,4,10,1,1,7.2,10,1,1,10,10,10,1,1,10,10
Hard_Math_Task,subject_90,-15,10,1,10,2.1,1,3.7,8.8,1,1,8,9.4,10,7.6,1.8,10,8.3
Hard_Math_Task,subject_90,7,10,1,10,3,1,2.4,7.3,2.9,1,3.1,8.8,10,8.7,1,8.5,9.2
Memory_Task,subject_90,-5,10,3.7,1,1.9,1,10,10,7.8,8.2,9.4,2,8.5,3.7,5.4,10,10
Memory_Task,subject_90,9,10,10,4.9,1,4.9,10,10,1,10,3.5,10,10,2.3,1,10,10
Memory_Task,subject_90,11,6.1,1,10,8.7,1,10,1,1,1,2,10,10,10,1.5,10,7.4
Memory_Task,subject_91,-12,3.9,1,2.6,8.3,3.3,6.6,7.2,2.5,6,5,5.3,6.8,5.6,9.3,9.1,5.2
Memory_Task,subject_91,-7,6.9,1,1,1,1,8,10,2.2,3.4,4.9,5,2.3,2.6,9.9,10,3
Memory_Task,subject_91,-11,2.9,6.2,8.7,1,1,10,10,2,3,5.8,5.6,8.5,4.2,4.7,9.3,5.8
GoNoGo_Task,subject_91,10,7.3,1,4.3,1,1,10,6,3.2,10,7.4,3.6,7.9,4.2,3,9.7,8.5
GoNoGo_Task,subject_91,8,4.1,1,1.9,1,1,10,10,2.7,8,5,1,10,2.2,9,7.4,6.7
GoNoGo_Task,subject_91,9,5.3,1,3,1,1,10,7.7,1.9,9.5,6.5,4.3,4.5,4.3,7.9,8.5,3.7
Hard_Math_Task,subject_91,-11,9.4,1,7.4,7.8,1,1,10,2.5,10,6,1,10,7.7,10,9.3,5.2
Hard_Math_Task,subject_91,-13,8,1,8.8,5.3,1,1,10,2.5,10,3.7,1.9,10,7.7,5.5,10,10
Hard_Math_Task,subject_91,5,9,1,3.3,4.6,1,4.7,10,1.8,10,2,7.3,10,7.8,2.5,10,8.4
Movie_Task-bridge,subject_91,-8,7.8,3,1.5,2.1,9.4,10,2,3.3,9.3,2.2,1,2.2,2.7,2.4,2.1,8.1
Movie_Task-bridge,subject_91,-8,2.7,8.8,1.8,6,10,10,8.6,2.8,10,3.3,9.1,2,8.5,7.9,1,8.7
GoNoGo_Task,subject_92,12,8,1.8,6.8,2.8,1,9.6,3.8,2.2,7.5,2.9,5.5,5,9,5.6,5.8,1.8
GoNoGo_Task,subject_92,-12,7,7.4,7.3,5.1,2.8,7.1,7.3,8.2,8.9,4.8,4.2,5.2,7.2,6.5,8.8,7
GoNoGo_Task,subject_92,-11,8,3.7,2.9,2.8,2.9,2.8,7.9,7.5,7.3,5.9,3.5,1.6,7.4,6.2,9.6,5.8
Movie_Task-bridge,subject_92,15,6.8,3.2,2.8,8.5,9.2,9.7,4.5,2.4,2.3,2.9,7,7.1,6.7,7.3,2,8.9
Movie_Task-bridge,subject_92,15,8.4,9,2,3.7,9,8.7,7.8,4,1.7,2,7.9,7.9,8.2,6.6,8.1,6.9
Memory_Task,subject_92,13,9,10,1.8,9,7.5,8.1,8.7,1.9,8.4,1.9,2.7,8.7,9.4,10,8.7,8.2
Memory_Task,subject_92,-6,7.5,9.9,1.4,2.5,7.2,8,9.4,6.7,3.9,2.4,8.3,6.7,1.5,9.4,8.9,5.9
Memory_Task,subject_92,-11,5.5,9,3.6,4.4,8.9,8.7,7.5,3.5,6.5,2.9,6.8,5.2,7.3,8.4,7.8,7.7
Hard_Math_Task,subject_92,-7,10,1.8,9.4,3.4,2,7.7,8.1,3.2,9.4,4.1,9.2,9,7.7,7.2,6.5,8.4
Hard_Math_Task,subject_92,-9,8.5,3,9.7,7.9,3,8.7,8.6,3.5,8.2,3.2,8.8,7.9,9.2,7.9,7.4,9
Hard_Math_Task,subject_92,-9,7.2,2.6,8.9,4.2,4.2,8.1,7,7,7.3,3.3,7.4,9,8.8,7,7.5,8
Memory_Task,subject_93,-12,9.5,2,5.3,6,5.2,7.1,9.2,7.3,6.2,3,6.3,8.5,6.1,4.3,10,9.9
Memory_Task,subject_93,-8,9.1,6.8,2.9,9,7.5,9.8,10,8.6,8.9,3.2,4.7,7.3,3,9.1,7.1,9.7
Memory_Task,subject_93,-13,9.3,4,7,3.6,10,10,9.3,8.9,8.6,5,4.5,9.4,2.4,6.4,8,9.4
GoNoGo_Task,subject_93,-7,6.1,1.7,8.1,3.2,2.9,5.2,4.4,7.4,7,2,3,5.2,8,5.2,2.3,10
GoNoGo_Task,subject_93,-11,9.6,1.6,10,2.4,3.2,8.8,6.8,5.7,9.5,2.6,2.9,2.4,6.2,5.1,2.8,9.6
GoNoGo_Task,subject_93,-14,8.8,1.7,10,3,4.6,10,8.7,6.2,9.8,3,4,4.3,6.4,4.9,2.7,10
Hard_Math_Task,subject_93,12,8.3,2.2,10,3.1,3.8,3,10,4.2,10,4,4.3,9.6,8,8,2.7,10
Hard_Math_Task,subject_93,-13,8.1,2.7,10,2.5,3,3,7.6,4,9.7,3.1,3.5,8.3,3.2,6,2.2,10
Hard_Math_Task,subject_93,-10,8.4,2,8.8,3.1,3,2.4,4.3,5.5,7.7,3.5,3.2,3.4,3.2,4.2,2.6,8.6
Movie_Task-bridge,subject_93,15,7.1,7.3,3,3,6.6,4.4,1.9,4,9.1,3.9,3,3.2,4,6,3,8
Movie_Task-bridge,subject_93,15,3.2,8.1,3.3,3.7,7.4,4.7,3,3,9,3.6,3.4,3.3,3.5,5.4,2.2,9
GoNoGo_Task,subject_94,14,4.6,1,3.4,8.3,1,6.7,1,1,9.5,1,7.4,4.3,1.6,5.2,9.9,3.8
GoNoGo_Task,subject_94,-10,3.4,1.4,4.2,9.1,2.3,2.8,1.4,1.5,9.4,1.4,7.4,7,4.2,5.9,8.8,3.2
GoNoGo_Task,subject_94,-14,2,1.6,5.6,8.9,1,5.4,1,2.2,8.3,1.5,7.4,3.3,5.1,5.4,8.7,1.5
Movie_Task-bridge,subject_94,7,2.9,3.2,8.5,8.1,1,3.6,1,1,8.6,1.6,7.6,3.8,5.6,5.5,9.4,2.6
Movie_Task-bridge,subject_94,7,1.9,2,8.3,8.8,1.4,4.5,1,1.8,8.3,1,7,3.4,5,5.2,9.1,2.5
Memory_Task,subject_94,8,2.1,4.5,5.5,9,1.4,1.5,1,1.4,8.2,1,7.7,6.9,4.9,5.6,9.2,3.5
Memory_Task,subject_94,-15,2.3,4.5,4.1,9.4,1.3,1.9,1,1.4,7.3,1.4,8,7.1,5.1,5.6,9.3,2.6
Memory_Task,subject_94,13,2.2,4,4.5,9.2,1.3,2.1,1,1.5,8.4,1,7.7,7.1,5.4,5.5,8.8,3.1
Hard_Math_Task,subject_94,10,2.4,3.8,4.3,9.1,1.6,2.1,1,2,7.9,1.1,8,6.8,5.4,5.5,8.7,2.8
Hard_Math_Task,subject_94,15,2.2,3.5,5,8.9,1,1.9,1,1.4,8.9,1,7.4,7.1,4.3,5.5,4.3,5
Hard_Math_Task,subject_94,-12,8.1,1,8,5.4,1.3,5.6,1,1.3,9.1,1,8.3,3.8,6.5,5.6,2.2,8.9
Movie_Task-bridge,subject_95,-15,3.2,5,1,5.1,8,10,6.7,4,3.3,3.8,5.4,4.4,2.5,7,4,7
